source,target,type,value
M1::slide_15,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung: Die Begegnung mit dem Verlust,FOCUSES_ON,
M1::slide_16,Zeit,FOCUSES_ON,
M1::slide_17,Neuropsychologie des Traumas,FOCUSES_ON,
M1::slide_18,Neokortex unser “Aussichtspunkt”,FOCUSES_ON,
M1::slide_19,Das Lymbische System und die Emotionen,FOCUSES_ON,
M1::slide_20,Das Reptiliengehirn und seine Funktionen,FOCUSES_ON,
M1::slide_22,Kampf,FOCUSES_ON,
M1::slide_23,Starre (Freeze),FOCUSES_ON,
M1::slide_24,"„Die stumme Phase des Erlebens“ (Lorenzer, A.; Thomä, H. 1965: Über die zweiphasige Symptomentwicklung bei traumatischen Neurosen)",FOCUSES_ON,
M1::slide_25,Schwierigkeiten,FOCUSES_ON,
M1::slide_26,Symptome,FOCUSES_ON,
M1::slide_27,"Nach einem Trauma wird die Welt mit einem auf Gefahr Ausschau haltenden Nervensystem erlebt. Die Energie der Überlebenden richtet sich nun darauf, inneres Chaos zu unterdrücken, was sich in Symptomen wie… ausdrücken kann",FOCUSES_ON,
M1::slide_28,Traumafolgen,FOCUSES_ON,
M1::slide_29,18.05.2025,FOCUSES_ON,
M1::slide_30,Betrachtung verschiedener Stufen der Dissoziation,FOCUSES_ON,
M1::slide_31,Dissoziation,FOCUSES_ON,
M1::slide_32,Dissoziation,FOCUSES_ON,
M1::slide_33,Dissoziation,FOCUSES_ON,
M1::slide_34,Dissoziation,FOCUSES_ON,
M1::slide_35,Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,FOCUSES_ON,
M1::slide_36,Grundlagen der Traumaheilung – der Weg zurück ins Leben,FOCUSES_ON,
M1::slide_37,Resilienz fördern – innere Stärke entwickeln,FOCUSES_ON,
M1::slide_38,Was brauchen traumatisierte Menschen?,FOCUSES_ON,
M1::slide_39,Wie entsteht ein Helfer-Trauma?,FOCUSES_ON,
M1::slide_40,Fazit,FOCUSES_ON,
M1::slide_41,Quellen:,FOCUSES_ON,
M1::slide_42,Institut für Trauma-Bearbeitung und Weiterbildung,FOCUSES_ON,
M2::slide_1,Trauma & Flucht,FOCUSES_ON,
M2::slide_2,Gliederung,FOCUSES_ON,
M2::slide_3,Einführung,FOCUSES_ON,
M2::slide_4,Hintergründe der Flucht von UMF,FOCUSES_ON,
M2::slide_5,Spezifische Hintergründe der Flucht von Mädchen und Frauen,FOCUSES_ON,
M2::slide_6,Auf der Flucht,FOCUSES_ON,
M2::slide_7,Auf der Flucht,FOCUSES_ON,
M2::slide_8,POTENTIELL TRAUMATISCHE EREIGNISSE,FOCUSES_ON,
M2::slide_9,06.04.2025,FOCUSES_ON,
M2::slide_10,Migration,FOCUSES_ON,
M2::slide_11,PHASEN DER MIGRATION,FOCUSES_ON,
M2::slide_12,Kulturelle Adoleszenz,FOCUSES_ON,
M2::slide_13,Phasen des Migrationsprozesses,FOCUSES_ON,
M2::slide_14,MIGRATION UND IDENTITÄT,FOCUSES_ON,
M2::slide_15,"sequentielle Traumatisierung (Keilson, 1979)",FOCUSES_ON,
M2::slide_16,Das Fremde und das Eigene,FOCUSES_ON,
M2::slide_17,DIE FRAGE NACH KULTUR,FOCUSES_ON,
M2::slide_18,Kultur ist ... I,FOCUSES_ON,
M2::slide_19,Kultur ist....,FOCUSES_ON,
M2::slide_20,„Kultur“ als Vermeidung,FOCUSES_ON,
M2::slide_21,Multi-Kulti,FOCUSES_ON,
M2::slide_22,Transkulturalität,FOCUSES_ON,
M2::slide_23,Transkulturalität,FOCUSES_ON,
M2::slide_24,"„Das Fremde ist in mir, also sind wir alle Fremde“(J. Kristeva1990)",FOCUSES_ON,
M2::slide_25,Primat der Begegnung,FOCUSES_ON,
M2::slide_26,Kultur und Exil,FOCUSES_ON,
M2::slide_27,Die Begegnung mit dem Verlust,FOCUSES_ON,
M2::slide_28,"Es ist ein Unmögliches sich in alltäglichen Situationen der Kultur zu entziehen, denn wir sind ständig Teil davon. Gerade deswegen kann es sich als schwer herausstellen, kulturelle Leistungen bewusst wahrzunehmen.",FOCUSES_ON,
M2::slide_29,DIE FRAGE NACH IDENTITÄT,FOCUSES_ON,
M2::slide_30,Das Leben im Exil,FOCUSES_ON,
M2::slide_31,Das Leben im Exil,FOCUSES_ON,
M2::slide_32,"Handlungsspielräume nach dem Konzept der Lebenslagen (Glatzer und Hübinger, 1990)",FOCUSES_ON,
M2::slide_33,Akkulturationsprozesse,FOCUSES_ON,
M2::slide_34,"Flucht, Migration und Identität",FOCUSES_ON,
M2::slide_35,Auswirkungen auf die Identität,FOCUSES_ON,
M2::slide_36,Von der Transkulturellen Identität zur Hybriden Identität,FOCUSES_ON,
M2::slide_37,Vererbte Wunden: Gefahr der transgenerationalen Weitergabe,FOCUSES_ON,
M2::slide_38,Fragen ???,FOCUSES_ON,
M3::slide_1,Psychodynamik der Traumatisierung & das Verlaufsmodell nach Fischer,FOCUSES_ON,
M3::slide_2,INHALTSVERZEICHNIS,FOCUSES_ON,
M3::slide_3,19.10.2018,FOCUSES_ON,
M3::slide_4,Paradoxie der traumatischen Situation,FOCUSES_ON,
M3::slide_5,"Erste Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",FOCUSES_ON,
M3::slide_6,19.10.2018,FOCUSES_ON,
M3::slide_7,"Zweite Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",FOCUSES_ON,
M3::slide_8,"Dritte Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",FOCUSES_ON,
M3::slide_9,Der Widerspruch als Grundlage des Verständnisses,FOCUSES_ON,
M3::slide_10,DIE PERITRAUMATISCHE SITUATION,FOCUSES_ON,
M3::slide_11,Die peritraumatische Situation,FOCUSES_ON,
M3::slide_12,19.10.2018,FOCUSES_ON,
M3::slide_13,19.10.2018,FOCUSES_ON,
M3::slide_14,TRAUMASCHEMA UND TRAUMAKOMPENSATORISCHES SCHEMA,FOCUSES_ON,
M3::slide_15,19.10.2018,FOCUSES_ON,
M3::slide_16,Traumaschema (TS),FOCUSES_ON,
M3::slide_25,Dissoziation,FOCUSES_ON,
M3::slide_27,DER TRAUMATISCHE PROZESS,FOCUSES_ON,
M3::slide_29,Konzept der traumatischen Reaktion nach Horowitz,FOCUSES_ON,
M3::slide_30,Konzept der traumatischen Reaktion nach Horowitz,FOCUSES_ON,
M3::slide_33,Ausgänge der postexpositorischen Phase,FOCUSES_ON,
M4::slide_1,"Psychologische Erste Hilfe für Geflüchtete
https://docs.google.com/presentation/d/1V_5iL_pZTNjkazJ3p7-zAzlm44h6FuZ8/edit?slide=id.p12#slide=id.p12",FOCUSES_ON,
M4::slide_2,Gliederung:,FOCUSES_ON,
M4::slide_3,Einführung:,FOCUSES_ON,
M4::slide_4,Besonderheiten in der Beratung/Therapie mit (traumatisierten) Geflüchteten,FOCUSES_ON,
M4::slide_5,"Pädagogik der Selbstbemächtigung (Weiß, 2009)",FOCUSES_ON,
M4::slide_6,Haltung und Symptomverständnis,FOCUSES_ON,
M4::slide_7,Wiederherstellung eines Sicherheits- und Kontrollgefühls II,FOCUSES_ON,
M4::slide_8,Wiederherstellung eines Sicherheits- und Kontrollgefühls III,FOCUSES_ON,
M4::slide_9,Wiederherstellung eines Sicherheits- und Kontrollgefühls IV,FOCUSES_ON,
M4::slide_10,Wiederherstellung eines Sicherheits- und Kontrollgefühls V,FOCUSES_ON,
M4::slide_11,Ermöglichung einer (korrigierenden) Beziehungserfahrung,FOCUSES_ON,
M4::slide_12,Psychohygiene,FOCUSES_ON,
M4::slide_13,Psychohygiene,FOCUSES_ON,
M4::slide_14,Umgang mit Traumatisierten,FOCUSES_ON,
M4::slide_15,Fördern positiver Erfahrungen,FOCUSES_ON,
M4::slide_16,Berücksichtigung von Konzentrations- und Aufmerksamkeitsstörungen,FOCUSES_ON,
M4::slide_17,Biografische Schutzfaktoren,FOCUSES_ON,
M4::slide_18,Hilfreich bei der Verarbeitung von traumatischen Erfahrungen wirken z.B. :,FOCUSES_ON,
M4::slide_19,Schützende Faktoren,FOCUSES_ON,
M4::slide_20,Ressourcen,FOCUSES_ON,
M4::slide_21,Förderung von Integration (statt Separation oder Assimilierung),FOCUSES_ON,
M4::slide_22,Angebote,FOCUSES_ON,
M4::slide_23,"Achte darauf, genug und regelmäßig zu essen und zu trinken",FOCUSES_ON,
M4::slide_24,"Hinweis:	Alles was gut tut, ist erst einmal prinzipiell in Ordnung, aber oft sind diese sehr spontanen Impulse längerfristig mit Nebenwirkungen verbunden und werden deshalb auf Dauer ein Don´t …",FOCUSES_ON,
M4::slide_25,Eine einfache Atemübung,FOCUSES_ON,
M4::slide_26,‹#›,FOCUSES_ON,
M4::slide_27,Übungen:,FOCUSES_ON,
M4::slide_28,"Spüre einmal die Weichheit eines Kleidungsstücks ganz bewusst für einige Momente auf der Haut, streiche mit der Hand über einen für Dich angenehmen Stoff und spür einen Moment lang diesem Empfinden in den Fingerspitzen etwas nach.",FOCUSES_ON,
M4::slide_30,Was ist Stabilisierung?,FOCUSES_ON,
M4::slide_31,Phasen der Stabilisierung,FOCUSES_ON,
M4::slide_32,Stabilisierungstechniken,FOCUSES_ON,
M4::slide_33,Stabilisierungstechniken,FOCUSES_ON,
M4::slide_34,Psychoedukation,FOCUSES_ON,
M4::slide_35,Notfallnummern:,FOCUSES_ON,
M4::slide_36,Quellen:,FOCUSES_ON,
M4::slide_37,Danke!,FOCUSES_ON,
M5::slide_1,Traumatisierte Kinder & Familien begleiten,FOCUSES_ON,
M5::slide_2,Gliederung,FOCUSES_ON,
M5::slide_3,„Warum kehren Frauen nach einer Trennung aufgrund von häuslicher Gewalt oftmals zurück?“,FOCUSES_ON,
M5::slide_4,Definition Gewalt,FOCUSES_ON,
M5::slide_5,Gewaltbiografie:Frühe Gefährdung,FOCUSES_ON,
M5::slide_6,Prävalenzen:Folgen der Gewalt,FOCUSES_ON,
M5::slide_7,Traumareaktive Entwicklungen,FOCUSES_ON,
M5::slide_8,Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,FOCUSES_ON,
M5::slide_9,Transgenerationale Weitergabe von Traumata,FOCUSES_ON,
M5::slide_10,Transgenerationale Weitergabe von Traumata (R. Barwinski),FOCUSES_ON,
M5::slide_11,Trauma,FOCUSES_ON,
M5::slide_12,Wie wird Trauma von einer Generation an die nächste weiter gegeben?,FOCUSES_ON,
M5::slide_13,Bindung,FOCUSES_ON,
M5::slide_14,Bindung,FOCUSES_ON,
M5::slide_15,Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,FOCUSES_ON,
M5::slide_16,Vererbte Wunden,FOCUSES_ON,
M5::slide_17,Einfluss der Traumatisierung,FOCUSES_ON,
M5::slide_18,Der Zusammenbruch der Grenzen,FOCUSES_ON,
M5::slide_19,Das Kind als Container,FOCUSES_ON,
M5::slide_20,"Ein Phantom, das sich nicht abschütteln lässt",FOCUSES_ON,
M5::slide_21,Ein Phantom entsteht,FOCUSES_ON,
M5::slide_22,"Typen der Traumatisierung (Kogan, 1989 )",FOCUSES_ON,
M5::slide_23,Die Übermittlung traumatischer Erfahrungen,FOCUSES_ON,
M5::slide_24,Der Zusammenbruch der Grenzen,FOCUSES_ON,
M5::slide_25,Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),FOCUSES_ON,
M5::slide_26,Folgen der Durchlässigkeit der Grenzen (Kogan 2009),FOCUSES_ON,
M5::slide_27,Folgen für die Kinder,FOCUSES_ON,
M5::slide_28,Traumatogene Psychodynamik traumatischer Gewalt,FOCUSES_ON,
M5::slide_29,Psychische Folgen,FOCUSES_ON,
M5::slide_30,Sandor Ferenczi: Identifikation mit dem Aggressor,FOCUSES_ON,
M5::slide_31,Sandor Ferenczi: Identifikation mit dem Aggressor,FOCUSES_ON,
M5::slide_32,Fazit & Ausblick,FOCUSES_ON,
M5::slide_33,Institut für Traumabearbeitung und Weiterbildung Frankfurt,FOCUSES_ON,
M6::slide_1,"Übertragung, Gegenübertragung & Grenzen im Umgang mit Traumatisierten",FOCUSES_ON,
M6::slide_2,Lernziele dieses Moduls,FOCUSES_ON,
M6::slide_3,Gliederung,FOCUSES_ON,
M6::slide_4,Einführung:,FOCUSES_ON,
M6::slide_5,Belastungsfaktoren der sozialen Arbeit,FOCUSES_ON,
M6::slide_6,07.04.2025,FOCUSES_ON,
M6::slide_7,Charakteristische Merkmale von Klient_innen,FOCUSES_ON,
M6::slide_8,Spezifische Übertragungsangebote in der sozialen Arbeit,FOCUSES_ON,
M6::slide_9,Spezifische Übertragungsangebote in der sozialen Arbeit,FOCUSES_ON,
M6::slide_10,Typische Gegenübertragungshaltungen,FOCUSES_ON,
M6::slide_11,Gegenübertragung im engeren Sinn,FOCUSES_ON,
M6::slide_12,Häufige Übertragungs-Gegenübertragungsaspekte,FOCUSES_ON,
M6::slide_13,Wenn Helfer selbst traumatisiert sind,FOCUSES_ON,
